,Unnamed: 0,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,entities,sentiment_prediction
7214,7214,"Apple store peeps come running, high-fiving all in line. Open any sec? Enuf for all us chumps? #SXSW #ipad2 {link}",Apple,2,"[{""word"": ""Apple"", ""entity"": ""B-corporation""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7216,7216,#papasangre producers new audio experience iPhone awesomeness #nightjar looks (or rather sounds) amazing. #sxsw,iPhone,2,"[{""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",2
7220,7220,"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",iPad or iPhone App,2,"[{""word"": ""P"", ""entity"": ""B-creative_work""}, {""word"": ""apa"", ""entity"": ""I-creative_work""}, {""word"": ""\u0120Sang"", ""entity"": ""I-creative_work""}, {""word"": ""re"", ""entity"": ""I-creative_work""}, {""word"": ""\u0120I"", ""entity"": ""B-product""}, {""word"": ""Phone"", ""entity"": ""I-product""}, {""word"": ""P"", ""entity"": ""B-creative_work""}, {""word"": ""apa"", ""entity"": ""I-creative_work""}, {""word"": ""S"", ""entity"": ""I-creative_work""}, {""word"": ""ang"", ""entity"": ""I-creative_work""}, {""word"": ""re"", ""entity"": ""I-creative_work""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7221,7221,"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",Other Google product or service,2,"[{""word"": ""@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120google"", ""entity"": ""B-product""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7222,7222,"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,2,"[{""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""I-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""a"", ""entity"": ""B-location""}, {""word"": ""ust"", ""entity"": ""I-location""}, {""word"": ""in"", ""entity"": ""I-location""}, {""word"": ""apple"", ""entity"": ""B-corporation""}]",2
7223,7223,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,0,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}]",0
7226,7226,people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,2,"[{""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}, {""word"": ""apple"", ""entity"": ""I-corporation""}, {""word"": ""\u0120store"", ""entity"": ""I-corporation""}, {""word"": ""\u01206"", ""entity"": ""B-location""}, {""word"": ""th"", ""entity"": ""I-location""}, {""word"": ""\u0120and"", ""entity"": ""I-location""}, {""word"": ""\u0120Congress"", ""entity"": ""I-location""}, {""word"": ""\u0120Festival"", ""entity"": ""B-event""}]",2
7227,7227,#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,iPad or iPhone App,2,"[{""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120Flip"", ""entity"": ""B-product""}, {""word"": ""board"", ""entity"": ""I-product""}]",2
7228,7228,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,iPad or iPhone App,0,"[{""word"": ""@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",0
7234,7234,Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Other Google product or service,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Lat"", ""entity"": ""I-corporation""}, {""word"": ""itude"", ""entity"": ""I-corporation""}, {""word"": ""Apps"", ""entity"": ""I-corporation""}, {""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""Blog"", ""entity"": ""I-corporation""}]",2
7238,7238,"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",iPad,2,"[{""word"": ""\u0120ip"", ""entity"": ""B-product""}, {""word"": ""ad"", ""entity"": ""I-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120j"", ""entity"": ""B-location""}, {""word"": ""apan"", ""entity"": ""I-location""}]",2
7239,7239,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link}  #sxsw #ipad2,Apple,1,"[{""word"": ""\u0120im"", ""entity"": ""B-corporation""}, {""word"": ""o"", ""entity"": ""I-corporation""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120im"", ""entity"": ""B-corporation""}, {""word"": ""o"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""ad"", ""entity"": ""I-product""}]",2
7240,7240,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,iPad or iPhone App,2,"[{""word"": ""\u0120im"", ""entity"": ""B-corporation""}, {""word"": ""o"", ""entity"": ""I-corporation""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120im"", ""entity"": ""B-corporation""}, {""word"": ""o"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""ad"", ""entity"": ""I-product""}]",2
7244,7244,Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,iPhone,0,"[{""word"": ""\u0120Bal"", ""entity"": ""B-product""}, {""word"": ""ck"", ""entity"": ""I-product""}, {""word"": ""berries"", ""entity"": ""I-product""}, {""word"": ""\u0120iPhones"", ""entity"": ""B-product""}, {""word"": ""\u0120And"", ""entity"": ""B-product""}, {""word"": ""ri"", ""entity"": ""I-product""}, {""word"": ""od"", ""entity"": ""I-product""}, {""word"": ""\u0120devices"", ""entity"": ""I-product""}, {""word"": ""Apple"", ""entity"": ""B-corporation""}]",1
7245,7245,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,iPad,2,"[{""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Store"", ""entity"": ""I-location""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120Austin"", ""entity"": ""B-location""}]",1
7248,7248,Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Apple,0,"[{""word"": ""\u0120Apple"", ""entity"": ""B-product""}]",0
7252,7252,@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,iPhone,0,"[{""word"": ""@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120"", ""entity"": ""B-product""}, {""word"": ""iph"", ""entity"": ""I-product""}, {""word"": ""one"", ""entity"": ""I-product""}]",0
7255,7255,Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,2,"[{""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Apple"", ""entity"": ""I-corporation""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""sw"", ""entity"": ""I-event""}, {""word"": ""apple"", ""entity"": ""B-corporation""}]",2
7256,7256,"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,2,"[{""word"": ""\u0120apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}, {""word"": ""."", ""entity"": ""I-location""}]",2
7258,7258,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",iPad,0,"[{""word"": ""\u0120iP"", ""entity"": ""B-product""}, {""word"": ""AD"", ""entity"": ""I-product""}, {""word"": ""\u0120MacBook"", ""entity"": ""B-product""}, {""word"": ""\u0120Pro"", ""entity"": ""I-product""}]",1
7260,7260,Google (tries again) to launch a new social network called Circles: {link} #sxsw,Google,1,"[{""word"": ""Google"", ""entity"": ""B-corporation""}]",1
7264,7264,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Google,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Crisis"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Response"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Japanese"", ""entity"": ""B-location""}, {""word"": ""\u0120earthquake"", ""entity"": ""I-event""}, {""word"": ""ts"", ""entity"": ""I-event""}, {""word"": ""un"", ""entity"": ""I-event""}, {""word"": ""ami"", ""entity"": ""I-event""}]",2
7267,7267,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Other Google product or service,2,"[{""word"": ""\u0120Mar"", ""entity"": ""B-person""}, {""word"": ""issa"", ""entity"": ""I-person""}, {""word"": ""\u0120Mayer"", ""entity"": ""I-person""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Google"", ""entity"": ""B-product""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}, {""word"": ""\u01205"", ""entity"": ""I-product""}, {""word"": ""."", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}]",2
7269,7269,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,2,"[{""word"": ""\u0120Austin"", ""entity"": ""B-location""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7274,7274,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,2,"[{""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""NET"", ""entity"": ""I-corporation""}]",1
7275,7275,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Other Apple product or service,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-product""}, {""word"": ""ion"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""I-product""}, {""word"": ""i"", ""entity"": ""I-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""cb"", ""entity"": ""B-event""}, {""word"": ""ats"", ""entity"": ""I-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""sw"", ""entity"": ""I-event""}]",2
7277,7277,"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",iPad or iPhone App,2,"[{""word"": ""db"", ""entity"": ""I-event""}, {""word"": ""ird"", ""entity"": ""I-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-product""}, {""word"": ""ion"", ""entity"": ""I-product""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120app"", ""entity"": ""I-product""}, {""word"": ""\u0120Wal"", ""entity"": ""B-corporation""}, {""word"": ""-"", ""entity"": ""I-corporation""}, {""word"": ""Mart"", ""entity"": ""I-corporation""}]",2
7286,7286,iPad 2 turned into giant camera looks plain stupid #sxsw,iPad,0,"[{""word"": ""i"", ""entity"": ""B-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}]",0
7287,7287,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120google"", ""entity"": ""B-corporation""}]",1
7289,7289,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Other Google product or service,2,"[{""word"": ""\u0120Sur"", ""entity"": ""B-event""}, {""word"": ""ui"", ""entity"": ""I-event""}, {""word"": ""\u0120Project"", ""entity"": ""I-event""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Earth"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Engine"", ""entity"": ""I-corporation""}]",2
7292,7292,#sxsw Android users: we're proud of you.,Android,2,[],2
7294,7294,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Other Google product or service,2,"[{""word"": ""Hot"", ""entity"": ""B-product""}, {""word"": ""\u0120Pot"", ""entity"": ""I-product""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}]",2
7295,7295,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Other Google product or service,2,"[{""word"": ""\u0120Austin"", ""entity"": ""B-location""}, {""word"": ""\u0120Map"", ""entity"": ""B-product""}, {""word"": ""quest"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Maps"", ""entity"": ""I-product""}]",0
7297,7297,#SXSW impromptu Apple store line is about 2 blocks long!  {link},Apple,2,"[{""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",1
7301,7301,driving around austin on google street view scoping out locations. from my desk. #sxsw,Other Google product or service,2,"[{""word"": ""\u0120aust"", ""entity"": ""B-location""}, {""word"": ""in"", ""entity"": ""I-location""}, {""word"": ""\u0120google"", ""entity"": ""B-corporation""}]",1
7302,7302,Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-product""}, {""word"": ""ion"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""I-product""}, {""word"": ""iPhone"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""I-product""}, {""word"": ""app"", ""entity"": ""I-product""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7303,7303,Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,iPad or iPhone App,0,"[{""word"": ""Me"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Canada"", ""entity"": ""B-location""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",1
7304,7304,@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Other Google product or service,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Maps"", ""entity"": ""I-corporation""}]",1
7305,7305,Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ��� Marissa Mayer at #sxsw,Google,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Mar"", ""entity"": ""B-person""}, {""word"": ""issa"", ""entity"": ""I-person""}, {""word"": ""\u0120Mayer"", ""entity"": ""I-person""}]",2
